chr_id	gene_id	treatment	control
3	AT3G11020	0.765469247	7.196552955
3	AT3G11090	36.95755288	29.913063
3	AT3G11100	15.41620492	14.34899045
3	AT3G11260	0.020030773	1.257505984
3	AT3G11280	31.32793627	55.10363465
3	AT3G11440	1.344007898	2.778921172
3	AT3G11450	24.30749009	21.27168659
3	AT3G11580	5.774472329	2.598601886
3	AT3G12130	13.09049845	15.07882968
3	AT3G12250	1.361038934	1.219156803
3	AT3G12480	17.26608652	17.37145764
3	AT3G12680	8.005707277	9.936835302
3	AT3G12730	9.270340951	13.55443791
3	AT3G12820	4.033133405	2.68049812
3	AT3G12910	0.170877526	0.077636104
3	AT3G12977	0.13110079	0.128401988
3	AT3G13040	28.58934169	18.4406339
3	AT3G13540	0.360281796	0.260598983
3	AT3G13810	8.216275008	3.972029954
3	AT3G13840	0.019599582	0.218996129
3	AT3G13850	0.222347538	0.208675035
3	AT3G14020	7.584384555	4.222972671
3	AT3G14180	7.89149459	10.4179705
3	AT3G14230	15.59764347	17.28250725
3	AT3G15030	3.574179047	5.899387797
3	AT3G15170	0	0.126142867
3	AT3G15210	24.76433105	65.65760443
3	AT3G15270	6.70670323	7.626461454
3	AT3G15500	4.875105608	1.443068711
3	AT3G15510	11.28993227	7.33406137
3	AT3G16160	0.165418582	0.288133884
3	AT3G16280	1.032125217	1.147619244
3	AT3G16350	4.785902335	7.383488946
3	AT3G16770	121.7190655	220.1380061
3	AT3G16857	8.222511989	8.378449808
3	AT3G16870	2.395892968	3.941528968
3	AT3G16940	22.14699918	19.36425658
3	AT3G17010	0.015310788	0.012542823
3	AT3G17609	8.862542951	0.850390836
3	AT3G17730	0.767395833	0.742306624
3	AT3G18010	0.051803723	0.033867349
3	AT3G18100	1.054908782	1.078235121
3	AT3G18380	2.665903404	2.603991479
3	AT3G18550	0.197153787	0.11471821
3	AT3G18960	1.314915352	1.689471677
3	AT3G18990	10.59096138	15.21419305
3	AT3G19184	0	0.032093585
3	AT3G19290	5.910113493	4.987072899
3	AT3G19360	1.411252152	2.146687349
3	AT3G19500	0.883247518	1.96897493
3	AT3G19510	5.069351601	4.241913523
3	AT3G19580	6.586938635	15.0335728
3	AT3G19860	14.8950312	18.62346245
3	AT3G20310	10.35299243	20.36310043
3	AT3G20640	2.151557653	4.974099855
3	AT3G20770	47.26950729	68.97294977
3	AT3G20910	5.774294312	6.059948872
3	AT3G21175	3.747600393	5.464212543
3	AT3G21270	16.09726852	13.05174229
3	AT3G21330	0.04999361	0.160593172
3	AT3G21430	6.577760008	7.06303382
3	AT3G21810	8.843805872	6.359373672
3	AT3G22100	0.942310521	0.158741906
3	AT3G22170	8.951366612	10.79059547
3	AT3G22760	1.471796329	3.266037539
3	AT3G22780	6.33610398	11.06492244
3	AT3G22830	0	1.094408105
3	AT3G23210	7.508178307	4.954115459
3	AT3G23230	0.035769237	0.157982028
3	AT3G23240	0.115342753	0.291629904
3	AT3G23250	0.37223409	0.387369661
3	AT3G23690	14.07957483	25.236335
3	AT3G24050	23.11541882	45.34002461
3	AT3G24120	11.14328542	8.233398555
3	AT3G24140	8.540721347	13.16731367
3	AT3G24310	0.014321334	0.011767531
3	AT3G24490	11.49870762	12.27528301
3	AT3G24520	0.809694949	2.915100127
3	AT3G24860	4.527543552	5.080970957
3	AT3G25710	2.125881931	6.874682096
3	AT3G25730	0.365666693	0.708132757
3	AT3G25890	4.427658758	3.083792682
3	AT3G25990	1.960121794	3.013061694
3	AT3G26620	0.044322875	0
3	AT3G26744	4.239461498	4.137778056
3	AT3G26790	1.02256679	3.771442412
3	AT3G27010	3.051044094	5.432622956
3	AT3G27650	0.241430307	0.552787539
3	AT3G27810	0.015353676	0
3	AT3G27940	3.622116853	3.622373647
3	AT3G28470	0.094870257	0
3	AT3G28857	0.142302514	0.932741797
3	AT3G28910	2.9250646	15.65916612
3	AT3G28917	0	0.050563314
3	AT3G28920	25.87366097	30.4214452
3	AT3G29020	0	0.00696229
3	AT3G29035	7.253683059	7.835193434
3	AT3G29340	0.008419758	0.013218194
3	AT3G44290	0.014030535	0
3	AT3G44350	0.181172719	2.533676187
3	AT3G44460	0	0.217158415
3	AT3G44750	5.368807666	5.684607576
3	AT3G45260	17.54387129	20.61701927
3	AT3G45610	0.738008484	1.756744288
3	AT3G46070	0.224379155	0.05739644
3	AT3G46080	7.604457456	3.586341737
3	AT3G46090	15.96362008	48.75769391
3	AT3G46130	9.279361472	10.62745433
3	AT3G46600	10.98252092	42.77205062
3	AT3G46640	0.86840624	24.66468344
3	AT3G46770	0.152177829	0.072172655
3	AT3G47500	57.78370982	27.46461272
3	AT3G47600	3.513900732	5.770255391
3	AT3G47620	23.16646857	32.60478632
3	AT3G47640	13.07299772	5.352023188
3	AT3G47870	0.013314807	0.019990511
3	AT3G48160	0.285737843	0.388990547
3	AT3G48430	4.295006132	5.032449932
3	AT3G48440	3.142698736	6.713860245
3	AT3G48590	21.92079433	29.00651845
3	AT3G49530	11.21349535	59.644626
3	AT3G49690	0.400783084	0.206103271
3	AT3G49760	0.084435362	0
3	AT3G49850	11.80049069	10.75153094
3	AT3G49930	0.743058526	6.314769739
3	AT3G49940	8.47415436	15.40854915
3	AT3G49950	0	0.018478978
3	AT3G50060	11.70371689	107.8950872
3	AT3G50260	2.525414288	9.916559997
3	AT3G50410	1.092010998	0.658346568
3	AT3G50510	0.107703554	0.110006294
3	AT3G50650	3.506719167	8.733441597
3	AT3G50700	3.632137423	17.28549274
3	AT3G50750	16.26799203	16.53244158
3	AT3G50870	0.060140431	0.152296328
3	AT3G50890	0.638069953	1.712656446
3	AT3G51060	0.02731469	0.057983323
3	AT3G51080	1.400907199	2.249502946
3	AT3G51120	7.301293983	8.387213479
3	AT3G51910	0.333646946	0.737759861
3	AT3G51960	2.924123096	5.201822246
3	AT3G52250	9.943299911	11.24619458
3	AT3G52910	0.429210452	3.052255736
3	AT3G53310	16.33737307	10.71215611
3	AT3G53340	8.333831874	7.415713282
3	AT3G53370	10.1522655	5.187212095
3	AT3G53600	0.093430606	0.02788293
3	AT3G54220	10.77936447	11.93992364
3	AT3G54320	0.512041723	0.819676934
3	AT3G54340	0.044831192	0.0638651
3	AT3G54390	5.559747899	12.06991241
3	AT3G54430	3.440122004	6.516558179
3	AT3G54620	13.2989238	12.44466979
3	AT3G54810	5.541287589	72.0249779
3	AT3G54990	0.234741855	0.022709983
3	AT3G55210	0	0.03210715
3	AT3G55370	0.408948119	0.917039471
3	AT3G55730	2.260334684	2.476182083
3	AT3G55980	13.43773092	321.8381086
3	AT3G56400	206.8325342	288.7684507
3	AT3G56660	0.041844773	0.021759162
3	AT3G56770	0.503702364	0.852055312
3	AT3G56850	7.466464336	9.413064202
3	AT3G56970	136.1182598	1.36102413
3	AT3G56980	61.08086419	0.474481165
3	AT3G57230	16.15990528	18.18270886
3	AT3G57390	1.947188847	1.208730785
3	AT3G57480	8.665290486	7.214753273
3	AT3G57600	3.623444734	2.440814999
3	AT3G57670	0.387472913	0.499411485
3	AT3G57800	6.070587191	11.64229226
3	AT3G57920	1.678516747	0.636963572
3	AT3G57980	3.086981254	4.832778831
3	AT3G58070	4.031982441	1.799409528
3	AT3G58120	3.71775216	10.83912902
3	AT3G58630	4.520080871	5.934706571
3	AT3G58710	2.732997276	4.005494462
3	AT3G58780	0.05492278	0.075096647
3	AT3G59060	19.15172748	21.34719303
3	AT3G59470	2.449055938	2.596762148
3	AT3G59580	0.513737972	0.938246974
3	AT3G60030	17.66269512	27.9908686
3	AT3G60110	2.186991052	3.353281627
3	AT3G60390	5.325168882	7.602365007
3	AT3G60460	0	0.01646777
3	AT3G60490	0.320733884	0.130644579
3	AT3G60530	10.58153803	31.10763144
3	AT3G60580	1.350045018	2.107394597
3	AT3G60630	8.88666683	11.04457905
3	AT3G61120	0	0.032179643
3	AT3G61150	4.247011363	9.299396284
3	AT3G61250	0.183016783	0.153687665
3	AT3G61630	8.459607893	6.077753229
3	AT3G61830	6.161934347	7.101784457
3	AT3G61850	0.257439958	0.90855504
3	AT3G61890	37.95099047	7.034430994
3	AT3G61910	0.012243749	0.173883689
3	AT3G61950	0.506311057	1.40453733
3	AT3G61970	4.551322835	5.876393767
3	AT3G62090	0.389021764	0.594182204
3	AT3G62610	0.146964984	0.074974943
4	AT4G00050	13.86339775	9.412284077
4	AT4G00120	0	0.01757468
4	AT4G00150	12.87781508	16.3584961
4	AT4G00180	3.443393373	5.590549985
4	AT4G00210	0.067267521	0.121006923
4	AT4G00220	0.24070423	0.504285336
4	AT4G00238	6.738985535	5.447516681
4	AT4G00250	0.013029942	0.072041513
4	AT4G00270	21.09398434	22.58911067
4	AT4G00390	0.979488991	0.400332897
4	AT4G00480	0.140023351	0.213233285
4	AT4G00730	7.084964709	11.45533593
4	AT4G00870	0.589251352	5.31862318
4	AT4G00940	3.434876715	3.585159893
4	AT4G01060	0.557255452	2.573064623
4	AT4G01120	4.508892745	8.973442768
4	AT4G01250	1.037878174	7.777919191
4	AT4G01280	8.65381626	5.436463589
4	AT4G01460	2.777911713	5.405651705
4	AT4G01500	0.146778912	0.389888014
4	AT4G01520	0	0.029639146
4	AT4G01540	1.476506296	2.09708932
4	AT4G01550	4.375457807	6.33465348
4	AT4G01580	1.5632339	2.033221057
4	AT4G01680	0.180272442	0.289206718
4	AT4G01720	6.140825321	2.559871606
4	AT4G02235	0	0.020886871
4	AT4G02560	3.459866743	3.806245299
4	AT4G02590	7.854225396	9.951668141
4	AT4G02640	14.35631387	17.36054291
4	AT4G02670	0.137861525	0.618542559
4	AT4G03250	3.858078715	4.144366775
4	AT4G04450	0.398611305	1.829210136
4	AT4G04890	10.2099585	29.6641117
4	AT4G05100	0.318251041	1.965045231
4	AT4G05170	0.01680434	0.042683751
4	AT4G06598	3.983344101	4.157515032
4	AT4G06634	3.303725158	3.246311073
4	AT4G06746	6.627027413	1.28606225
4	AT4G08150	0.01805026	0.045871036
4	AT4G08250	0.248731825	0.34570751
4	AT4G09180	15.68059724	12.02634046
4	AT4G09460	17.38019003	11.60110122
4	AT4G09820	0.035108805	0.148890876
4	AT4G11070	0.190172085	0.131472387
4	AT4G11140	0.229735204	0.166168048
4	AT4G11250	0.015174828	0
4	AT4G11660	2.939131002	3.967186103
4	AT4G11880	0.029660572	0
4	AT4G12020	2.411864372	2.19243514
4	AT4G12240	1.701132815	1.333587922
4	AT4G12350	0.036546883	0.092710156
4	AT4G12750	2.89216796	5.232330804
4	AT4G12850	1.806544123	1.919646626
4	AT4G13040	9.072538152	5.195972749
4	AT4G13480	0.060381102	0.090099062
4	AT4G13620	0.03308893	0
4	AT4G13640	7.915279633	17.30180817
4	AT4G13980	6.535067431	7.638310015
4	AT4G14410	16.28515812	18.52830969
4	AT4G14540	37.00442073	59.86706655
4	AT4G14770	0.778015283	1.711960842
4	AT4G15090	4.14668016	6.099225932
4	AT4G16110	6.400030014	4.328313782
4	AT4G16141	6.053775143	9.638521709
4	AT4G16150	24.61917593	24.49964847
4	AT4G16430	14.61340553	16.47537531
4	AT4G16610	0.196713449	0.698933464
4	AT4G16750	1.305018897	2.918257406
4	AT4G16780	11.0958533	12.42928439
4	AT4G17230	12.67496353	60.27210018
4	AT4G17460	8.589435857	36.22604569
4	AT4G17490	5.504333991	79.62777165
4	AT4G17500	17.69277992	28.22222557
4	AT4G17570	5.194731772	5.777167807
4	AT4G17695	6.918767537	6.591249022
4	AT4G17710	0.007609341	0.037459646
4	AT4G17750	3.110208881	3.177895613
4	AT4G17810	6.676852115	8.19799047
4	AT4G17880	21.94932988	8.480939152
4	AT4G17980	0.020841301	0.032718799
4	AT4G18020	2.46594199	4.08689978
4	AT4G18170	2.64174646	1.020402093
4	AT4G18390	8.642480821	18.98358319
4	AT4G18770	0.051268757	0.042106256
4	AT4G18870	0.056186059	0.015342816
4	AT4G18880	12.46004904	40.95503578
4	AT4G18890	3.88854197	6.77750514
4	AT4G18960	0.0552378	3.214114793
4	AT4G19630	0	0.086086042
4	AT4G19990	3.252875736	3.042334245
4	AT4G20380	2.455695585	2.972624954
4	AT4G20970	0.818781121	0.952438088
4	AT4G21080	0.021925049	0
4	AT4G21440	0.445111757	2.300910719
4	AT4G21550	1.393612383	3.256285577
4	AT4G21610	7.869389227	6.864649018
4	AT4G21750	3.237780647	9.157916974
4	AT4G22070	0.018496948	0.013885422
4	AT4G22680	0.057270938	0.098365184
4	AT4G22950	1.467501099	5.402122833
4	AT4G23550	0.681640446	1.336306003
4	AT4G23750	0.976570989	2.328168275
4	AT4G23810	6.526793186	64.98185686
4	AT4G23980	4.829245125	5.809016912
4	AT4G24020	20.65781918	20.81237026
4	AT4G24060	8.696102969	21.87879477
4	AT4G24150	0.238352945	0.134400606
4	AT4G24240	4.968201894	12.53172387
4	AT4G24470	6.444109101	6.1928148
4	AT4G24540	9.908460194	11.42297806
4	AT4G24660	8.072374277	10.31412917
4	AT4G25210	18.3119704	36.07880673
4	AT4G25410	0.10202766	0.202464689
4	AT4G25440	6.628416708	8.591592728
4	AT4G25470	0.981946513	33.78575745
4	AT4G25480	1.03272959	43.07075841
4	AT4G25490	0.082406779	17.65966172
4	AT4G25530	0	0.017530787
4	AT4G25610	1.696058248	2.043133321
4	AT4G26150	28.49799413	2.854843354
4	AT4G26170	0.029631321	0.06945337
4	AT4G26440	0.018423224	0
4	AT4G26640	9.410722111	14.58214035
4	AT4G27240	2.723583358	2.988962036
4	AT4G27410	10.10227899	14.23857875
4	AT4G27950	0.33353306	1.063880172
4	AT4G28110	0	0.054901272
4	AT4G28140	1.678422818	30.29163125
4	AT4G28500	0.548872014	0.663875378
4	AT4G28530	0.022780333	0.046576302
4	AT4G28610	35.38691256	35.49698239
4	AT4G28790	1.47609744	0.362170467
4	AT4G28800	0.049159302	0
4	AT4G28811	0	0.006193748
4	AT4G28815	0.048776233	0
4	AT4G29000	3.355223259	4.014868834
4	AT4G29100	20.69550689	19.11991743
4	AT4G29190	39.82032295	32.52265517
4	AT4G29230	0.80160524	0.904718805
4	AT4G29930	0.090613125	0.010357005
4	AT4G29940	2.374639904	2.333347211
4	AT4G30080	11.89293634	10.85974878
4	AT4G30935	6.887650042	8.987756266
4	AT4G30980	1.014072358	1.8060292
4	AT4G31060	2.37874379	6.321980116
4	AT4G31270	5.162331648	5.689025973
4	AT4G31550	9.318937762	65.46336988
4	AT4G31610	0	0.007364776
4	AT4G31615	0.031755428	0.018402995
4	AT4G31620	0.343965613	2.701748772
4	AT4G31640	0.015086043	0.012358708
4	AT4G31650	2.781626728	8.173066652
4	AT4G31660	0.014018573	0.010523564
4	AT4G31800	10.55434766	65.08761026
4	AT4G31920	10.66999294	11.3149006
4	AT4G32010	8.447464083	8.890156815
4	AT4G32040	17.55093098	18.82627311
4	AT4G32730	2.590666189	3.128366834
4	AT4G32800	3.395641932	17.91316234
4	AT4G32880	4.154820684	8.433714113
4	AT4G32890	1.482406278	3.985450845
4	AT4G32980	20.6193929	9.334161384
4	AT4G33280	0.070730131	0.604999004
4	AT4G33880	0	0.020093784
4	AT4G34000	10.0517086	5.535941985
4	AT4G34400	0.623244615	2.466607062
4	AT4G34410	0.046465299	4.150183072
4	AT4G34530	2.452887326	0
4	AT4G34610	6.687667709	3.535093061
4	AT4G34680	8.252145158	5.882406272
4	AT4G34990	9.386452832	6.261918938
4	AT4G35040	16.08681345	16.90336965
4	AT4G35270	11.37991971	9.077153021
4	AT4G35550	11.13041896	11.64042445
4	AT4G35580	6.17796382	6.544879215
4	AT4G35590	0.141360586	0.210699925
4	AT4G35900	0.530038893	4.146729097
4	AT4G36060	0.120614383	0.386205919
4	AT4G36160	0.459376014	0.739148304
4	AT4G36240	3.864657545	5.977056154
4	AT4G36260	0.357852151	0.53328258
4	AT4G36540	12.35717606	25.87622009
4	AT4G36570	2.889902821	3.0230702
4	AT4G36590	0.097828987	0.42137242
4	AT4G36620	0.4459509	0.655303675
4	AT4G36710	9.186640101	8.649646341
4	AT4G36730	15.74045226	23.93573494
4	AT4G36740	0	0.053577236
4	AT4G36780	24.09196856	29.08272999
4	AT4G36870	6.410756637	13.71005893
4	AT4G36900	6.683091712	10.82186779
4	AT4G36920	3.475372112	4.004988004
4	AT4G36930	1.29062191	4.99344837
4	AT4G36990	15.01844491	11.54578988
4	AT4G37180	20.33116546	14.24100052
4	AT4G37260	18.45682138	234.1953824
4	AT4G37540	16.51550228	23.11953214
4	AT4G37650	4.403470745	4.376668239
4	AT4G37730	0.505742993	0.489076523
4	AT4G37740	1.010950077	1.536260722
4	AT4G37750	0.943146669	1.885902019
4	AT4G37780	0	0.078452186
4	AT4G37790	21.31866957	12.61243336
4	AT4G37940	0.022998303	0
4	AT4G38000	0.099735398	0.29219291
4	AT4G38070	0.085997374	0.129752385
4	AT4G38180	2.489047563	2.222503537
4	AT4G38340	2.395414979	5.537192309
4	AT4G38620	18.32420679	7.996307122
4	AT4G38900	2.802284687	4.828468761
4	AT4G38910	2.159355213	1.948735086
4	AT4G38960	3.707748569	0.70505734
4	AT4G39070	0.171259849	0.40580065
4	AT4G39160	4.082166378	3.484373149
4	AT4G39250	0.099162242	0
4	AT4G39410	0.844353847	2.749961846
4	AT4G39780	17.4055568	9.708237901
4	AT4G40060	34.41749181	41.92447785
5	AT5G01200	0.67112008	3.031082946
5	AT5G01310	2.239133341	2.853227369
5	AT5G01380	0.271427635	0.418668219
5	AT5G01900	0.690773825	0.183784686
5	AT5G02030	8.474875212	19.85347754
5	AT5G02320	0.620167123	0.51449787
5	AT5G02460	1.897001604	1.346766436
5	AT5G02470	2.032978088	2.354908615
5	AT5G02840	25.14019982	12.59496113
5	AT5G03150	0.733867039	0.607489448
5	AT5G03415	3.124045508	3.352160061
5	AT5G03510	0.897877929	1.243633954
5	AT5G03680	0.351279794	0.818491672
5	AT5G03720	2.02194781	15.64943734
5	AT5G03740	17.98292611	21.23099508
5	AT5G03790	0.042318534	0.282124719
5	AT5G04150	21.46723136	2.0137609
5	AT5G04240	5.440935659	6.637607512
5	AT5G04340	16.0295182	62.98922226
5	AT5G04390	0.086760262	0.166319528
5	AT5G04400	0	0.031172072
5	AT5G04410	32.81251911	33.09263793
5	AT5G04760	16.66328116	42.11419444
5	AT5G05090	9.575978054	16.13103776
5	AT5G05410	0.670598497	9.865959993
5	AT5G05550	6.5125193	7.360449471
5	AT5G05660	7.176004768	9.462020796
5	AT5G05790	2.360268487	4.467254849
5	AT5G06100	3.56147337	3.48203235
5	AT5G06110	8.03656267	6.966432609
5	AT5G06250	0.178333943	0.867107647
5	AT5G06420	1.680981154	1.442264725
5	AT5G06500	0	0.038673771
5	AT5G06510	3.367211566	1.200854225
5	AT5G06710	1.545873748	5.408289729
5	AT5G06770	10.65720481	11.3620685
5	AT5G06800	0.333831198	0.375404175
5	AT5G06839	0.005709648	0.011323889
5	AT5G06950	2.00092026	1.990183615
5	AT5G06960	5.8392739	3.712283697
5	AT5G07100	10.48192997	3.879955822
5	AT5G07310	0.020762357	0
5	AT5G07500	0.108259492	0.195694583
5	AT5G07580	42.52559856	112.789901
5	AT5G07680	0.882781466	1.638163283
5	AT5G07690	16.4133021	36.4751453
5	AT5G07700	4.006559953	8.351253073
5	AT5G08070	3.562869037	5.940016603
5	AT5G08130	3.652940284	4.958392509
5	AT5G08190	5.986865525	5.927417617
5	AT5G08330	16.10358739	87.43639173
5	AT5G08520	12.62517308	33.35163144
5	AT5G08790	50.38076511	56.54657731
5	AT5G09330	5.234000035	5.206625401
5	AT5G09410	4.775063649	6.285037889
5	AT5G09750	0.022256414	0.021810647
5	AT5G10030	5.745444697	4.934066038
5	AT5G10140	0.02161381	0
5	AT5G10280	0.011216771	0.02765165
5	AT5G10510	0.140511404	0.221396775
5	AT5G10570	1.391490154	1.784593294
5	AT5G10970	0.77462205	1.157191286
5	AT5G11060	51.40919799	67.31814848
5	AT5G11190	0.028848749	0.096728356
5	AT5G11260	15.26045304	3.712509345
5	AT5G11270	30.41488655	18.03329911
5	AT5G11510	0.203643834	0.413193237
5	AT5G11590	0.342384381	1.333179783
5	AT5G12330	0.002495642	0.002234358
5	AT5G12840	4.43854484	3.993181325
5	AT5G12850	10.38335999	17.24164469
5	AT5G12870	0.327088503	0.650460803
5	AT5G13080	4.105516091	0.035754726
5	AT5G13180	109.5391815	44.42813502
5	AT5G13330	6.220449742	0.313393228
5	AT5G13790	0.364238723	0.199291054
5	AT5G13910	0.047242389	0.084918729
5	AT5G14000	1.193072016	0.954444523
5	AT5G14140	3.293213905	3.21472364
5	AT5G14280	6.374019255	10.22277645
5	AT5G14490	0.439375825	0.192484897
5	AT5G14750	0.018410637	0.030255246
5	AT5G14960	0.807877465	4.189576329
5	AT5G15060	0	0.08383849
5	AT5G15130	0.041627113	0.025438723
5	AT5G15150	0	0.081156809
5	AT5G15160	1.672070418	4.611242301
5	AT5G15210	10.89900501	5.26393011
5	AT5G15310	4.679054055	7.394506958
5	AT5G15480	0.012426038	0
5	AT5G15800	3.788140376	8.28611315
5	AT5G15830	9.197290189	4.459636008
5	AT5G15840	0.231041918	1.405975074
5	AT5G15850	60.22611388	3.779113634
5	AT5G16540	10.65188232	12.51940251
5	AT5G16560	5.014284345	8.655833271
5	AT5G16600	0.549039071	2.309924074
5	AT5G16770	0.105678553	0.097182512
5	AT5G16820	4.842136428	6.693170474
5	AT5G17260	0.2044319	0.255739151
5	AT5G17300	30.63317584	0.961577821
5	AT5G17320	0	0.006825307
5	AT5G17490	0.49931698	0.574424669
5	AT5G17800	0.011645798	0.182141803
5	AT5G18000	0.09620676	0.255575443
5	AT5G18090	0.013176111	0.168588932
5	AT5G18240	0.938849341	1.739941285
5	AT5G18270	1.117953437	1.145918363
5	AT5G18300	0.243249937	1.087709311
5	AT5G18550	5.194791219	10.99463269
5	AT5G18830	3.239095772	3.509670811
5	AT5G18960	8.746428473	9.346114866
5	AT5G19490	1.029865689	0.468301357
5	AT5G19790	0	0.057886722
5	AT5G20240	0.147576669	0.06173849
5	AT5G20730	2.995527196	4.850748699
5	AT5G21120	0	0.016372345
5	AT5G21960	0.329627114	0.992541104
5	AT5G22220	1.34532094	1.371420875
5	AT5G22290	18.91869394	7.965632071
5	AT5G22380	0.720592928	8.200558228
5	AT5G22570	2.503858382	1.324881354
5	AT5G22890	0.010233706	0
5	AT5G23000	0.112402893	0.040553267
5	AT5G23090	2.301444691	2.447190514
5	AT5G23260	0.079398391	0
5	AT5G23280	17.16087743	30.18010073
5	AT5G23650	0.016216752	0
5	AT5G24110	0.755031917	0.411874742
5	AT5G24590	9.923516022	50.91499866
5	AT5G24800	27.71443662	14.07867685
5	AT5G24930	142.7481852	164.9362071
5	AT5G25160	0.062661438	0.208658319
5	AT5G25190	3.133916393	30.09738689
5	AT5G25220	18.80274329	17.56916162
5	AT5G25390	0.046800871	0.506665707
5	AT5G25470	0.129556885	0.209259985
5	AT5G25475	0.345220721	0.443318203
5	AT5G25790	1.248315529	1.946359325
5	AT5G25810	0.073859782	0.439442499
5	AT5G25830	2.297571667	0.909290137
5	AT5G26170	8.550167918	1.262091743
5	AT5G26630	0.320126509	0.429810803
5	AT5G26660	0.068886633	0.18013176
5	AT5G26749	1.032725114	1.587098102
5	AT5G26880	9.834183352	17.60960089
5	AT5G26930	0.026184374	0.086198494
5	AT5G26950	0.037801808	0
5	AT5G27050	0.041385895	0.040556988
5	AT5G27070	0.017387824	0.015591426
5	AT5G27130	0	0.012258332
5	AT5G27580	0.06706732	0.021908016
5	AT5G27810	0.041730777	0.071708702
5	AT5G28040	8.699408606	11.67433424
5	AT5G28300	7.327071426	7.148062165
5	AT5G28530	3.350982445	3.348302818
5	AT5G28650	0.093851251	0.170530681
5	AT5G28770	10.78480718	6.285885097
5	AT5G29000	4.46962009	5.496672198
5	AT5G35550	0	0.081091497
5	AT5G35900	0.022072197	0
5	AT5G37020	4.608885622	3.406128552
5	AT5G37260	5.299628298	15.79460811
5	AT5G38140	12.94492404	18.70678053
5	AT5G38740	0.01283668	0.020152328
5	AT5G38860	7.61760822	7.875353197
5	AT5G39610	15.27519886	6.138450969
5	AT5G39660	6.988535489	0.981752545
5	AT5G39760	7.282743304	14.20224
5	AT5G39820	0.097300513	0.012173709
5	AT5G39860	1.777748266	9.557623468
5	AT5G40220	0	0.015099679
5	AT5G40330	1.102666805	1.872979823
5	AT5G40350	0.033152796	0.067012898
5	AT5G40360	0	0.01121648
5	AT5G40430	0.021327869	0.019094924
5	AT5G40880	3.053066439	2.99195955
5	AT5G41020	11.06058033	10.12333213
5	AT5G41030	0.102616665	0.174793458
5	AT5G41090	0.203645675	0.148153324
5	AT5G41200	0	0.012431159
5	AT5G41315	0.080826141	0.097376914
5	AT5G41410	19.43417719	34.51393342
5	AT5G41570	0	0.017652502
5	AT5G41765	0.032730021	0
5	AT5G41920	4.020504825	18.56668073
5	AT5G42520	6.139772166	9.491112604
5	AT5G42630	0.153760971	0.11440169
5	AT5G42700	0.01850133	0.159113308
5	AT5G42780	1.860193759	3.395086612
5	AT5G42910	0	0.008524959
5	AT5G43170	1.596332656	2.811997042
5	AT5G43250	1.339471977	1.720435513
5	AT5G43270	5.40969984	5.06790516
5	AT5G43290	0.013757399	0.089903729
5	AT5G43650	0.054873593	0.042446355
5	AT5G43840	0.070780116	0.114308622
5	AT5G44080	9.616314993	11.86411965
5	AT5G44160	1.66979074	2.609517254
5	AT5G44180	5.106717255	6.333964486
5	AT5G44190	100.5727059	101.4060623
5	AT5G44210	0.676266331	2.387131279
5	AT5G44260	0.25795418	15.22111581
5	AT5G45050	3.837457814	4.075106035
5	AT5G45260	2.423582061	3.875785245
5	AT5G45300	3.345673368	4.496808406
5	AT5G45420	22.82043494	24.41160095
5	AT5G45580	0.115764301	0.251668448
5	AT5G45710	3.748458249	6.78196515
5	AT5G46010	0	0.119692576
5	AT5G46350	3.767951451	0.683353243
5	AT5G46590	0.361421512	0.36138366
5	AT5G46690	2.494681859	12.12494013
5	AT5G46760	33.51709177	35.32752932
5	AT5G46830	0.518374496	1.686765264
5	AT5G46880	0.21405986	0.688963635
5	AT5G47140	12.29961873	7.706266317
5	AT5G47220	19.14813911	31.79920668
5	AT5G47230	2.367645301	34.13351293
5	AT5G47370	10.04140248	22.93577212
5	AT5G47390	21.93103944	26.99222901
5	AT5G47640	19.50256941	72.50864069
5	AT5G47660	4.266805339	3.45814612
5	AT5G47670	0.024372145	0.032224549
5	AT5G48150	11.08395178	15.81524525
5	AT5G48250	2.142465492	50.90381686
5	AT5G48560	1.258332954	1.485513701
5	AT5G48670	0.770936575	1.621372505
5	AT5G49200	0.231528603	0.228186365
5	AT5G49300	1.544099608	2.05763915
5	AT5G49330	0.208752367	0.504887537
5	AT5G49450	13.13548432	15.69770198
5	AT5G49520	1.862644013	20.3930702
5	AT5G49620	0.044302973	0.02368977
5	AT5G50570	0.084958163	0.491831647
5	AT5G50820	0.672465477	0.242313364
5	AT5G50915	3.702195901	7.513313408
5	AT5G51190	1.078429839	85.2277338
5	AT5G51780	0	0.075694381
5	AT5G51790	0.284876139	3.018922466
5	AT5G51870	0.023236627	0.081661124
5	AT5G51910	0.720012011	0.78328696
5	AT5G51980	3.87546392	5.780564393
5	AT5G51990	0	0.572757511
5	AT5G52010	15.23212441	15.41643038
5	AT5G52020	0.295198839	0.635887792
5	AT5G52170	0.061428729	0.053388073
5	AT5G52260	0	0.015448385
5	AT5G52510	10.53742211	16.06042752
5	AT5G52600	0	0.042003386
5	AT5G52660	4.265837615	3.440305544
5	AT5G52830	4.265398536	4.765299205
5	AT5G53200	5.005445256	3.155532356
5	AT5G53210	0.027439415	0.069697302
5	AT5G53290	0.30082111	2.105001369
5	AT5G53660	0.096797089	0.079476597
5	AT5G53950	0.051982975	0.092572763
5	AT5G53980	0	0.017509419
